vtd00_key,district_num,district_code,area_weight,block_count,total_blocks,countyfp,vtdst00,weight_method
AITKIN - 0225,10A,10A,1.0000000000,26,26,001,0225,2020_block_count_centroids
AITKIN - 0230,07A,07A,1.0000000000,39,39,001,0230,2020_block_count_centroids
ANOKA - 0005,31A,31A,1.0000000000,68,68,003,0005,2020_block_count_centroids
ANOKA - 0010,31A,31A,0.5254237288,31,59,003,0010,2020_block_count_centroids
ANOKA - 0010,35A,35A,0.0169491525,1,59,003,0010,2020_block_count_centroids
ANOKA - 0010,35B,35B,0.4576271186,27,59,003,0010,2020_block_count_centroids
ANOKA - 0015,35B,35B,1.0000000000,68,68,003,0015,2020_block_count_centroids
ANOKA - 0016,31A,31A,0.7560975610,31,41,003,0016,2020_block_count_centroids
ANOKA - 0016,31B,31B,0.2439024390,10,41,003,0016,2020_block_count_centroids
ANOKA - 0020,31B,31B,1.0000000000,56,56,003,0020,2020_block_count_centroids
ANOKA - 0021,31A,31A,0.9701492537,65,67,003,0021,2020_block_count_centroids
ANOKA - 0021,35A,35A,0.0298507463,2,67,003,0021,2020_block_count_centroids
ANOKA - 0022,31A,31A,1.0000000000,18,18,003,0022,2020_block_count_centroids
ANOKA - 0023,31A,31A,1.0000000000,31,31,003,0023,2020_block_count_centroids
ANOKA - 0024,31B,31B,1.0000000000,63,63,003,0024,2020_block_count_centroids
ANOKA - 0025,35A,35A,1.0000000000,48,48,003,0025,2020_block_count_centroids
ANOKA - 0030,35A,35A,1.0000000000,30,30,003,0030,2020_block_count_centroids
ANOKA - 0035,31A,31A,0.0178571429,1,56,003,0035,2020_block_count_centroids
ANOKA - 0035,35A,35A,0.9821428571,55,56,003,0035,2020_block_count_centroids
ANOKA - 0040,35A,35A,1.0000000000,43,43,003,0040,2020_block_count_centroids
ANOKA - 0045,35A,35A,1.0000000000,39,39,003,0045,2020_block_count_centroids
ANOKA - 0050,31A,31A,0.0235294118,2,85,003,0050,2020_block_count_centroids
ANOKA - 0050,35A,35A,0.9764705882,83,85,003,0050,2020_block_count_centroids
ANOKA - 0055,31A,31A,0.0384615385,1,26,003,0055,2020_block_count_centroids
ANOKA - 0055,35A,35A,0.9615384615,25,26,003,0055,2020_block_count_centroids
ANOKA - 0056,31A,31A,0.1538461538,4,26,003,0056,2020_block_count_centroids
ANOKA - 0056,35A,35A,0.8461538462,22,26,003,0056,2020_block_count_centroids
ANOKA - 0060,27B,27B,0.9473684211,18,19,003,0060,2020_block_count_centroids
ANOKA - 0060,31B,31B,0.0526315789,1,19,003,0060,2020_block_count_centroids
ANOKA - 0065,32B,32B,1.0000000000,36,36,003,0065,2020_block_count_centroids
ANOKA - 0070,32B,32B,1.0000000000,180,180,003,0070,2020_block_count_centroids
ANOKA - 0075,32B,32B,1.0000000000,34,34,003,0075,2020_block_count_centroids
ANOKA - 0080,32B,32B,1.0000000000,45,45,003,0080,2020_block_count_centroids
ANOKA - 0085,32A,32A,0.2342857143,41,175,003,0085,2020_block_count_centroids
ANOKA - 0085,32B,32B,0.7657142857,134,175,003,0085,2020_block_count_centroids
ANOKA - 0086,32B,32B,1.0000000000,24,24,003,0086,2020_block_count_centroids
ANOKA - 0090,32A,32A,0.1489361702,14,94,003,0090,2020_block_count_centroids
ANOKA - 0090,32B,32B,0.8510638298,80,94,003,0090,2020_block_count_centroids
ANOKA - 0091,32A,32A,1.0000000000,27,27,003,0091,2020_block_count_centroids
ANOKA - 0095,32A,32A,0.0851063830,4,47,003,0095,2020_block_count_centroids
ANOKA - 0095,32B,32B,0.9148936170,43,47,003,0095,2020_block_count_centroids
ANOKA - 0100,32B,32B,1.0000000000,36,36,003,0100,2020_block_count_centroids
ANOKA - 0105,32A,32A,1.0000000000,39,39,003,0105,2020_block_count_centroids
ANOKA - 0110,32A,32A,1.0000000000,78,78,003,0110,2020_block_count_centroids
ANOKA - 0111,32A,32A,1.0000000000,12,12,003,0111,2020_block_count_centroids
ANOKA - 0115,32A,32A,1.0000000000,46,46,003,0115,2020_block_count_centroids
ANOKA - 0120,32A,32A,1.0000000000,33,33,003,0120,2020_block_count_centroids
ANOKA - 0121,32A,32A,1.0000000000,26,26,003,0121,2020_block_count_centroids
ANOKA - 0124,32B,32B,1.0000000000,18,18,003,0124,2020_block_count_centroids
ANOKA - 0125,30B,30B,1.0000000000,116,116,003,0125,2020_block_count_centroids
ANOKA - 0126,32B,32B,1.0000000000,14,14,003,0126,2020_block_count_centroids
ANOKA - 0127,32B,32B,1.0000000000,25,25,003,0127,2020_block_count_centroids
ANOKA - 0128,32B,32B,1.0000000000,27,27,003,0128,2020_block_count_centroids
ANOKA - 0129,32A,32A,1.0000000000,23,23,003,0129,2020_block_count_centroids
ANOKA - 0130,36A,36A,1.0000000000,55,55,003,0130,2020_block_count_centroids
ANOKA - 0135,32B,32B,0.1111111111,3,27,003,0135,2020_block_count_centroids
ANOKA - 0135,36A,36A,0.8888888889,24,27,003,0135,2020_block_count_centroids
ANOKA - 0140,32B,32B,0.0512820513,2,39,003,0140,2020_block_count_centroids
ANOKA - 0140,36A,36A,0.9487179487,37,39,003,0140,2020_block_count_centroids
ANOKA - 0145,39B,39B,1.0000000000,44,44,003,0145,2020_block_count_centroids
ANOKA - 0150,39B,39B,1.0000000000,41,41,003,0150,2020_block_count_centroids
ANOKA - 0155,39B,39B,1.0000000000,21,21,003,0155,2020_block_count_centroids
ANOKA - 0160,39A,39A,0.1052631579,4,38,003,0160,2020_block_count_centroids
ANOKA - 0160,39B,39B,0.8947368421,34,38,003,0160,2020_block_count_centroids
ANOKA - 0165,39B,39B,1.0000000000,36,36,003,0165,2020_block_count_centroids
ANOKA - 0170,39A,39A,0.0606060606,2,33,003,0170,2020_block_count_centroids
ANOKA - 0170,39B,39B,0.9393939394,31,33,003,0170,2020_block_count_centroids
ANOKA - 0180,39A,39A,0.8461538462,33,39,003,0180,2020_block_count_centroids
ANOKA - 0180,39B,39B,0.1538461538,6,39,003,0180,2020_block_count_centroids
ANOKA - 0185,39A,39A,1.0000000000,43,43,003,0185,2020_block_count_centroids
ANOKA - 0190,31B,31B,0.0243902439,2,82,003,0190,2020_block_count_centroids
ANOKA - 0190,32A,32A,0.9756097561,80,82,003,0190,2020_block_count_centroids
ANOKA - 0195,35A,35A,1.0000000000,37,37,003,0195,2020_block_count_centroids
ANOKA - 0200,35A,35A,1.0000000000,34,34,003,0200,2020_block_count_centroids
ANOKA - 0205,35A,35A,1.0000000000,28,28,003,0205,2020_block_count_centroids
ANOKA - 0210,35A,35A,1.0000000000,33,33,003,0210,2020_block_count_centroids
ANOKA - 0215,35A,35A,1.0000000000,31,31,003,0215,2020_block_count_centroids
ANOKA - 0220,35A,35A,0.8764044944,78,89,003,0220,2020_block_count_centroids
ANOKA - 0220,35B,35B,0.1235955056,11,89,003,0220,2020_block_count_centroids
ANOKA - 0221,35A,35A,0.2894736842,11,38,003,0221,2020_block_count_centroids
ANOKA - 0221,35B,35B,0.7105263158,27,38,003,0221,2020_block_count_centroids
ANOKA - 0230,35B,35B,1.0000000000,56,56,003,0230,2020_block_count_centroids
ANOKA - 0235,35B,35B,1.0000000000,30,30,003,0235,2020_block_count_centroids
ANOKA - 0240,35B,35B,1.0000000000,33,33,003,0240,2020_block_count_centroids
ANOKA - 0245,34B,34B,0.0612244898,3,49,003,0245,2020_block_count_centroids
ANOKA - 0245,35B,35B,0.9387755102,46,49,003,0245,2020_block_count_centroids
ANOKA - 0250,35B,35B,1.0000000000,45,45,003,0250,2020_block_count_centroids
ANOKA - 0255,35B,35B,1.0000000000,40,40,003,0255,2020_block_count_centroids
ANOKA - 0260,35B,35B,1.0000000000,15,15,003,0260,2020_block_count_centroids
ANOKA - 0265,35A,35A,1.0000000000,22,22,003,0265,2020_block_count_centroids
ANOKA - 0270,35A,35A,1.0000000000,31,31,003,0270,2020_block_count_centroids
ANOKA - 0275,34B,34B,0.1829268293,15,82,003,0275,2020_block_count_centroids
ANOKA - 0275,35B,35B,0.8170731707,67,82,003,0275,2020_block_count_centroids
ANOKA - 0280,34B,34B,0.9833333333,59,60,003,0280,2020_block_count_centroids
ANOKA - 0280,39A,39A,0.0166666667,1,60,003,0280,2020_block_count_centroids
ANOKA - 0285,35A,35A,0.0681818182,3,44,003,0285,2020_block_count_centroids
ANOKA - 0285,35B,35B,0.9318181818,41,44,003,0285,2020_block_count_centroids
ANOKA - 0290,35A,35A,0.0232558140,1,43,003,0290,2020_block_count_centroids
ANOKA - 0290,35B,35B,0.9767441860,42,43,003,0290,2020_block_count_centroids
ANOKA - 0292,35A,35A,0.0714285714,2,28,003,0292,2020_block_count_centroids
ANOKA - 0292,35B,35B,0.9285714286,26,28,003,0292,2020_block_count_centroids
ANOKA - 0295,27B,27B,0.0303030303,2,66,003,0295,2020_block_count_centroids
ANOKA - 0295,31B,31B,0.9696969697,64,66,003,0295,2020_block_count_centroids
ANOKA - 0300,31B,31B,1.0000000000,98,98,003,0300,2020_block_count_centroids
ANOKA - 0301,31B,31B,1.0000000000,47,47,003,0301,2020_block_count_centroids
ANOKA - 0305,39A,39A,1.0000000000,39,39,003,0305,2020_block_count_centroids
ANOKA - 0310,39A,39A,1.0000000000,41,41,003,0310,2020_block_count_centroids
ANOKA - 0315,39A,39A,1.0000000000,47,47,003,0315,2020_block_count_centroids
ANOKA - 0320,39A,39A,1.0000000000,41,41,003,0320,2020_block_count_centroids
ANOKA - 0330,39A,39A,1.0000000000,48,48,003,0330,2020_block_count_centroids
ANOKA - 0335,39A,39A,1.0000000000,28,28,003,0335,2020_block_count_centroids
ANOKA - 0340,39A,39A,1.0000000000,38,38,003,0340,2020_block_count_centroids
ANOKA - 0345,39A,39A,1.0000000000,29,29,003,0345,2020_block_count_centroids
ANOKA - 0350,34B,34B,0.0227272727,2,88,003,0350,2020_block_count_centroids
ANOKA - 0350,39A,39A,0.9772727273,86,88,003,0350,2020_block_count_centroids
ANOKA - 0355,39A,39A,1.0000000000,45,45,003,0355,2020_block_count_centroids
ANOKA - 0360,39A,39A,1.0000000000,33,33,003,0360,2020_block_count_centroids
ANOKA - 0365,39A,39A,1.0000000000,72,72,003,0365,2020_block_count_centroids
ANOKA - 0370,31B,31B,1.0000000000,43,43,003,0370,2020_block_count_centroids
ANOKA - 0375,31B,31B,0.2812500000,9,32,003,0375,2020_block_count_centroids
ANOKA - 0375,32A,32A,0.7187500000,23,32,003,0375,2020_block_count_centroids
ANOKA - 0377,31B,31B,1.0000000000,35,35,003,0377,2020_block_count_centroids
ANOKA - 0378,31B,31B,0.6140350877,35,57,003,0378,2020_block_count_centroids
ANOKA - 0378,32A,32A,0.3859649123,22,57,003,0378,2020_block_count_centroids
ANOKA - 0379,31B,31B,0.0200000000,1,50,003,0379,2020_block_count_centroids
ANOKA - 0379,32A,32A,0.9800000000,49,50,003,0379,2020_block_count_centroids
ANOKA - 0380,39A,39A,1.0000000000,12,12,003,0380,2020_block_count_centroids
ANOKA - 0381,32A,32A,1.0000000000,54,54,003,0381,2020_block_count_centroids
ANOKA - 0385,32B,32B,1.0000000000,35,35,003,0385,2020_block_count_centroids
ANOKA - 0390,36A,36A,1.0000000000,39,39,003,0390,2020_block_count_centroids
ANOKA - 0395,32B,32B,0.0092592593,1,108,003,0395,2020_block_count_centroids
ANOKA - 0395,36A,36A,0.9907407407,107,108,003,0395,2020_block_count_centroids
ANOKA - 0396,36A,36A,1.0000000000,36,36,003,0396,2020_block_count_centroids
ANOKA - 0397,36A,36A,1.0000000000,129,129,003,0397,2020_block_count_centroids
ANOKA - 0400,31B,31B,0.9925373134,133,134,003,0400,2020_block_count_centroids
ANOKA - 0400,32A,32A,0.0074626866,1,134,003,0400,2020_block_count_centroids
ANOKA - 0405,31B,31B,1.0000000000,128,128,003,0405,2020_block_count_centroids
ANOKA - 0406,30B,30B,0.7333333333,55,75,003,0406,2020_block_count_centroids
ANOKA - 0406,31A,31A,0.0133333333,1,75,003,0406,2020_block_count_centroids
ANOKA - 0406,31B,31B,0.2533333333,19,75,003,0406,2020_block_count_centroids
ANOKA - 0410,31A,31A,1.0000000000,121,121,003,0410,2020_block_count_centroids
ANOKA - 0411,31A,31A,0.9903846154,103,104,003,0411,2020_block_count_centroids
ANOKA - 0411,35A,35A,0.0096153846,1,104,003,0411,2020_block_count_centroids
ANOKA - 0415,31A,31A,1.0000000000,98,98,003,0415,2020_block_count_centroids
ANOKA - 0420,31A,31A,1.0000000000,64,64,003,0420,2020_block_count_centroids
ANOKA - 0421,31A,31A,1.0000000000,67,67,003,0421,2020_block_count_centroids
ANOKA - 0425,27B,27B,0.9736842105,111,114,003,0425,2020_block_count_centroids
ANOKA - 0425,30B,30B,0.0263157895,3,114,003,0425,2020_block_count_centroids
ANOKA - 0430,39A,39A,1.0000000000,31,31,003,0430,2020_block_count_centroids
ANOKA - 0435,39A,39A,1.0000000000,58,58,003,0435,2020_block_count_centroids
ANOKA - 0440,39A,39A,1.0000000000,39,39,003,0440,2020_block_count_centroids
ANOKA - 0445,35A,35A,1.0000000000,20,20,003,0445,2020_block_count_centroids
BECKER - 0005,04B,04B,1.0000000000,42,42,005,0005,2020_block_count_centroids
BECKER - 0010,04B,04B,1.0000000000,32,32,005,0010,2020_block_count_centroids
BECKER - 0015,04B,04B,1.0000000000,91,91,005,0015,2020_block_count_centroids
BECKER - 0020,04B,04B,0.0202020202,2,99,005,0020,2020_block_count_centroids
BECKER - 0020,05A,05A,0.9797979798,97,99,005,0020,2020_block_count_centroids
BECKER - 0025,02B,02B,1.0000000000,27,27,005,0025,2020_block_count_centroids
BECKER - 0030,02B,02B,1.0000000000,47,47,005,0030,2020_block_count_centroids
BECKER - 0035,05A,05A,1.0000000000,35,35,005,0035,2020_block_count_centroids
BECKER - 0040,04B,04B,1.0000000000,67,67,005,0040,2020_block_count_centroids
BECKER - 0045,04B,04B,1.0000000000,51,51,005,0045,2020_block_count_centroids
BECKER - 0050,04B,04B,1.0000000000,145,145,005,0050,2020_block_count_centroids
BECKER - 0055,04B,04B,1.0000000000,76,76,005,0055,2020_block_count_centroids
BECKER - 0060,04B,04B,1.0000000000,59,59,005,0060,2020_block_count_centroids
BECKER - 0065,04B,04B,1.0000000000,56,56,005,0065,2020_block_count_centroids
BECKER - 0075,04B,04B,1.0000000000,70,70,005,0075,2020_block_count_centroids
BECKER - 0082,02B,02B,1.0000000000,41,41,005,0082,2020_block_count_centroids
BECKER - 0085,05A,05A,1.0000000000,63,63,005,0085,2020_block_count_centroids
BECKER - 0090,05A,05A,1.0000000000,34,34,005,0090,2020_block_count_centroids
BECKER - 0095,02B,02B,1.0000000000,31,31,005,0095,2020_block_count_centroids
BECKER - 0100,05A,05A,1.0000000000,64,64,005,0100,2020_block_count_centroids
BECKER - 0105,05A,05A,1.0000000000,44,44,005,0105,2020_block_count_centroids
BECKER - 0110,04B,04B,1.0000000000,63,63,005,0110,2020_block_count_centroids
BECKER - 0115,05A,05A,1.0000000000,89,89,005,0115,2020_block_count_centroids
BECKER - 0120,05A,05A,1.0000000000,40,40,005,0120,2020_block_count_centroids
BECKER - 0125,04B,04B,1.0000000000,74,74,005,0125,2020_block_count_centroids
BECKER - 0130,04B,04B,1.0000000000,39,39,005,0130,2020_block_count_centroids
BECKER - 0135,04B,04B,1.0000000000,49,49,005,0135,2020_block_count_centroids
BECKER - 0140,04B,04B,1.0000000000,108,108,005,0140,2020_block_count_centroids
BECKER - 0145,02B,02B,1.0000000000,28,28,005,0145,2020_block_count_centroids
BECKER - 0150,02B,02B,1.0000000000,14,14,005,0150,2020_block_count_centroids
BECKER - 0155,05A,05A,1.0000000000,50,50,005,0155,2020_block_count_centroids
BECKER - 0160,02B,02B,1.0000000000,43,43,005,0160,2020_block_count_centroids
BECKER - 0165,02B,02B,1.0000000000,46,46,005,0165,2020_block_count_centroids
BECKER - 0170,04B,04B,1.0000000000,52,52,005,0170,2020_block_count_centroids
BECKER - 0175,02B,02B,1.0000000000,80,80,005,0175,2020_block_count_centroids
BECKER - 0180,05A,05A,1.0000000000,35,35,005,0180,2020_block_count_centroids
BECKER - 0185,05A,05A,1.0000000000,26,26,005,0185,2020_block_count_centroids
BECKER - 0190,05A,05A,1.0000000000,25,25,005,0190,2020_block_count_centroids
BECKER - 0195,05A,05A,1.0000000000,29,29,005,0195,2020_block_count_centroids
BECKER - 0200,02B,02B,1.0000000000,23,23,005,0200,2020_block_count_centroids
BECKER - 0205,05A,05A,1.0000000000,46,46,005,0205,2020_block_count_centroids
BECKER - 0210,02B,02B,1.0000000000,58,58,005,0210,2020_block_count_centroids
BECKER - 0215,05A,05A,1.0000000000,40,40,005,0215,2020_block_count_centroids
BECKER - 0220,05A,05A,1.0000000000,35,35,005,0220,2020_block_count_centroids
BECKER - 0225,04B,04B,1.0000000000,29,29,005,0225,2020_block_count_centroids
BECKER - 0230,02B,02B,1.0000000000,50,50,005,0230,2020_block_count_centroids
BECKER - 0235,05A,05A,1.0000000000,5,5,005,0235,2020_block_count_centroids
BECKER - 0240,05A,05A,1.0000000000,33,33,005,0240,2020_block_count_centroids
BELTRAMI - 0005,02A,02A,1.0000000000,28,28,007,0005,2020_block_count_centroids
BELTRAMI - 0010,02A,02A,1.0000000000,9,9,007,0010,2020_block_count_centroids
BELTRAMI - 0015,02A,02A,0.9932432432,147,148,007,0015,2020_block_count_centroids
BELTRAMI - 0015,02B,02B,0.0067567568,1,148,007,0015,2020_block_count_centroids
BELTRAMI - 0020,02A,02A,1.0000000000,54,54,007,0020,2020_block_count_centroids
BELTRAMI - 0025,02A,02A,1.0000000000,72,72,007,0025,2020_block_count_centroids
BELTRAMI - 0030,02A,02A,1.0000000000,60,60,007,0030,2020_block_count_centroids
BELTRAMI - 0035,02A,02A,1.0000000000,108,108,007,0035,2020_block_count_centroids
BELTRAMI - 0040,02A,02A,0.9807692308,102,104,007,0040,2020_block_count_centroids
BELTRAMI - 0040,02B,02B,0.0192307692,2,104,007,0040,2020_block_count_centroids
BELTRAMI - 0045,02A,02A,1.0000000000,30,30,007,0045,2020_block_count_centroids
BELTRAMI - 0050,02B,02B,1.0000000000,21,21,007,0050,2020_block_count_centroids
BELTRAMI - 0055,02B,02B,1.0000000000,50,50,007,0055,2020_block_count_centroids
BELTRAMI - 0060,02A,02A,1.0000000000,28,28,007,0060,2020_block_count_centroids
BELTRAMI - 0065,02B,02B,1.0000000000,26,26,007,0065,2020_block_count_centroids
BELTRAMI - 0070,02A,02A,0.9655172414,28,29,007,0070,2020_block_count_centroids
BELTRAMI - 0070,02B,02B,0.0344827586,1,29,007,0070,2020_block_count_centroids
BELTRAMI - 0075,02A,02A,1.0000000000,84,84,007,0075,2020_block_count_centroids
BELTRAMI - 0080,02A,02A,0.0119047619,1,84,007,0080,2020_block_count_centroids
BELTRAMI - 0080,02B,02B,0.9880952381,83,84,007,0080,2020_block_count_centroids
BELTRAMI - 0085,02B,02B,1.0000000000,6,6,007,0085,2020_block_count_centroids
BELTRAMI - 0090,02A,02A,1.0000000000,48,48,007,0090,2020_block_count_centroids
BELTRAMI - 0095,02B,02B,1.0000000000,32,32,007,0095,2020_block_count_centroids
BELTRAMI - 0100,02A,02A,1.0000000000,23,23,007,0100,2020_block_count_centroids
BELTRAMI - 0105,02B,02B,1.0000000000,42,42,007,0105,2020_block_count_centroids
BELTRAMI - 0110,02B,02B,1.0000000000,25,25,007,0110,2020_block_count_centroids
BELTRAMI - 0115,02A,02A,1.0000000000,20,20,007,0115,2020_block_count_centroids
BELTRAMI - 0120,02B,02B,1.0000000000,18,18,007,0120,2020_block_count_centroids
BELTRAMI - 0125,02A,02A,0.0714285714,1,14,007,0125,2020_block_count_centroids
BELTRAMI - 0125,02B,02B,0.9285714286,13,14,007,0125,2020_block_count_centroids
BELTRAMI - 0130,02A,02A,1.0000000000,57,57,007,0130,2020_block_count_centroids
BELTRAMI - 0135,02B,02B,1.0000000000,13,13,007,0135,2020_block_count_centroids
BELTRAMI - 0140,02A,02A,1.0000000000,25,25,007,0140,2020_block_count_centroids
BELTRAMI - 0145,02A,02A,1.0000000000,31,31,007,0145,2020_block_count_centroids
BELTRAMI - 0150,02A,02A,1.0000000000,15,15,007,0150,2020_block_count_centroids
BELTRAMI - 0155,02A,02A,1.0000000000,15,15,007,0155,2020_block_count_centroids
BELTRAMI - 0160,02B,02B,1.0000000000,33,33,007,0160,2020_block_count_centroids
BELTRAMI - 0165,02A,02A,1.0000000000,48,48,007,0165,2020_block_count_centroids
BELTRAMI - 0170,02A,02A,1.0000000000,157,157,007,0170,2020_block_count_centroids
BELTRAMI - 0175,02B,02B,1.0000000000,11,11,007,0175,2020_block_count_centroids
BELTRAMI - 0180,02A,02A,1.0000000000,30,30,007,0180,2020_block_count_centroids
BELTRAMI - 0185,02B,02B,1.0000000000,40,40,007,0185,2020_block_count_centroids
BELTRAMI - 0190,02A,02A,1.0000000000,24,24,007,0190,2020_block_count_centroids
BELTRAMI - 0195,02A,02A,1.0000000000,138,138,007,0195,2020_block_count_centroids
BELTRAMI - 0200,02A,02A,1.0000000000,82,82,007,0200,2020_block_count_centroids
BELTRAMI - 0205,02A,02A,1.0000000000,23,23,007,0205,2020_block_count_centroids
BELTRAMI - 0210,02B,02B,1.0000000000,25,25,007,0210,2020_block_count_centroids
BELTRAMI - 0215,02A,02A,1.0000000000,22,22,007,0215,2020_block_count_centroids
BELTRAMI - 0220,02A,02A,1.0000000000,19,19,007,0220,2020_block_count_centroids
BELTRAMI - 0225,02A,02A,1.0000000000,27,27,007,0225,2020_block_count_centroids
BELTRAMI - 0230,02A,02A,1.0000000000,21,21,007,0230,2020_block_count_centroids
BELTRAMI - 0235,02B,02B,1.0000000000,38,38,007,0235,2020_block_count_centroids
BELTRAMI - 0240,02B,02B,1.0000000000,24,24,007,0240,2020_block_count_centroids
BELTRAMI - 0245,02B,02B,1.0000000000,34,34,007,0245,2020_block_count_centroids
BELTRAMI - 0250,02B,02B,1.0000000000,39,39,007,0250,2020_block_count_centroids
BELTRAMI - 0255,02B,02B,1.0000000000,18,18,007,0255,2020_block_count_centroids
BELTRAMI - 0260,02A,02A,1.0000000000,54,54,007,0260,2020_block_count_centroids
BELTRAMI - 0265,02B,02B,1.0000000000,8,8,007,0265,2020_block_count_centroids
BELTRAMI - 0270,02A,02A,0.0256410256,1,39,007,0270,2020_block_count_centroids
BELTRAMI - 0270,02B,02B,0.9743589744,38,39,007,0270,2020_block_count_centroids
BELTRAMI - 0275,02A,02A,1.0000000000,76,76,007,0275,2020_block_count_centroids
BELTRAMI - 0280,02A,02A,1.0000000000,105,105,007,0280,2020_block_count_centroids
BELTRAMI - 0285,02B,02B,1.0000000000,37,37,007,0285,2020_block_count_centroids
BELTRAMI - 0290,02A,02A,1.0000000000,32,32,007,0290,2020_block_count_centroids
BELTRAMI - 0295,02A,02A,1.0000000000,24,24,007,0295,2020_block_count_centroids
BELTRAMI - 0300,02B,02B,1.0000000000,18,18,007,0300,2020_block_count_centroids
BENTON - 0005,10B,10B,1.0000000000,38,38,009,0005,2020_block_count_centroids
BENTON - 0010,10B,10B,1.0000000000,50,50,009,0010,2020_block_count_centroids
BENTON - 0015,10B,10B,1.0000000000,12,12,009,0015,2020_block_count_centroids
