"year","county","source_precinct","target_precinct","method","candidate_count"
"2002","Hennepin","MINNEAPOLIS W-12 P-06","1930","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-12 P-07","1935","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-12 P-08","1940","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-12 P-09","1945","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-12 P-10","1950","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-12 P-11","1955","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-01","1960","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-02","1965","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-03","1970","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-04","1975","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-05","1980","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-06","1985","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-07","1990","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-08","1995","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-09","2000","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-13 P-10","2005","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-01","1410","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-02","1415","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-03","1420","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-04","1425","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-05","1430","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-06","1435","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-07","1440","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-08","1445","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-09","1450","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-2 P-10","1455","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-01","1460","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-02","1465","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-03","1470","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-04","1475","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-05","1480","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-06","1485","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-07","1490","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-08","1495","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-3 P-09","1500","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-01","1505","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-02","1510","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-03","1515","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-04","1520","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-05","1525","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-06","1530","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-07","1535","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-08","1540","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-09","1545","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-4 P-10","1550","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-01","1555","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-02","1560","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-03","1565","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-04","1570","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-05","1575","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-06","1580","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-07","1585","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-08","1590","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-09","1595","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-5 P-10","1600","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-01","1605","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-02","1610","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-03","1615","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-04","1620","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-05","1625","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-06","1630","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-07","1635","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-6 P-08","1640","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-01","1645","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-02","1650","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-03","1655","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-04","1660","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-05","1665","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-06","1670","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-07","1675","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-08","1680","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-09","1685","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-10","1690","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-7 P-11","1695","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-01","1700","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-02","1705","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-03","1710","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-04","1715","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-05","1720","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-06","1725","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-07","1730","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-08","1735","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-09","1740","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-8 P-10","1745","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-01","1750","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-02","1755","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-03","1760","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-04","1765","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-05","1770","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-06","1775","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-07","1780","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-08","1785","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-09","1790","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-10","1795","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNEAPOLIS W-9 P-11","1800","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA BEACH P-01","2230","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-1 P-A","2090","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-1 P-B","2095","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-1 P-C","2100","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-1 P-D","2105","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-1 P-E","2110","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-1 P-F","2115","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-2 P-A","2120","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-2 P-B","2125","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-2 P-C","2130","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-2 P-D","2135","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-2 P-E","2140","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-A","2145","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-B","2150","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-C","2155","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-D","2160","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-E","2165","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-F","2170","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-G","2175","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-3 P-H","2180","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-A","2185","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-B","2190","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-C","2195","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-D","2200","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-E","2205","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-F","2210","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETONKA W-4 P-G","2215","legacy_bridge_vtd10","1"
"2002","Hennepin","MINNETRISTA P-01","2240","legacy_bridge_vtd10","1"
"2002","Hennepin","MOUND P-01","2250","legacy_bridge_vtd10","1"
"2002","Hennepin","MOUND P-02","2255","legacy_bridge_vtd10","1"
"2002","Hennepin","MOUND P-03","2260","legacy_bridge_vtd10","1"
"2002","Hennepin","MOUND P-04","002265","legacy_bridge_current_vtd","1"
"2002","Hennepin","MOUND P-05","2270","legacy_bridge_vtd10","1"
"2002","Hennepin","MOUND P-06","2275","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-01","2290","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-02","2295","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-03N","2300","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-03S","2305","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-04","2310","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-05","2315","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-06","2320","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-06E","2325","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-07","2330","legacy_bridge_vtd10","1"
"2002","Hennepin","NEW HOPE P-08","2335","legacy_bridge_vtd10","1"
"2002","Hennepin","ORONO P-01","2355","legacy_bridge_vtd10","1"
"2002","Hennepin","ORONO P-02","2360","legacy_bridge_vtd10","1"
"2002","Hennepin","ORONO P-03","2365","legacy_bridge_vtd10","1"
"2002","Hennepin","ORONO P-04","2370","legacy_bridge_vtd10","1"
"2002","Hennepin","OSSEO P-01","2385","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-01","2400","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-02","2405","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-03","2410","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-04","2415","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-05","2420","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-06","2425","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-07","2430","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-1 P-08","2435","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-2 P-09","2440","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-2 P-10","2445","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-2 P-11","2450","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-2 P-12","2455","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-2 P-13","2460","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-2 P-14","2465","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-3 P-15","2470","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-3 P-16","2475","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-3 P-17","2480","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-3 P-18","2485","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-3 P-19","2490","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-4 P-20","2495","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-4 P-21","2500","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-4 P-22","2505","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-4 P-23","2510","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-4 P-24","2515","legacy_bridge_vtd10","1"
"2002","Hennepin","PLYMOUTH W-4 P-25","2520","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-1 P-03","2575","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-1 P-04","2580","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-1 P-05","2585","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-2 P-02","2590","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-2 P-06","2595","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-2 P-07","2600","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-3 P-01","2605","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-3 P-08","2610","legacy_bridge_vtd10","1"
"2002","Hennepin","RICHFIELD W-3 P-09","2615","legacy_bridge_vtd10","1"
"2002","Hennepin","ROBBINSDALE W-1 P-01","2645","legacy_bridge_vtd10","1"
"2002","Hennepin","ROBBINSDALE W-1 P-02","2015","legacy_bridge_vtd00","1"
"2002","Hennepin","ROBBINSDALE W-2 P-01","2655","legacy_bridge_vtd10","1"
"2002","Hennepin","ROBBINSDALE W-2 P-02","2025","legacy_bridge_vtd00","1"
"2002","Hennepin","ROBBINSDALE W-3 P-01","2665","legacy_bridge_vtd10","1"
"2002","Hennepin","ROBBINSDALE W-3 P-02","2035","legacy_bridge_vtd00","1"
"2002","Hennepin","ROBBINSDALE W-4 P-01","2675","legacy_bridge_vtd10","1"
"2002","Hennepin","ROBBINSDALE W-4 P-02","2045","legacy_bridge_vtd00","1"
"2002","Hennepin","ROCKFORD P-01","2695","legacy_bridge_vtd10","1"
"2002","Hennepin","ROGERS P-01","2710","legacy_bridge_vtd10","1"
"2002","Hennepin","ROGERS P-02","2715","legacy_bridge_vtd10","1"
"2002","Hennepin","SHOREWOOD W-1 P-01","2720","legacy_bridge_vtd10","1"
"2002","Hennepin","SHOREWOOD W-1 P-02","2725","legacy_bridge_vtd10","1"
"2002","Hennepin","SHOREWOOD W-2 P-01","2730","legacy_bridge_vtd10","1"
"2002","Hennepin","SHOREWOOD W-3 P-01","2735","legacy_bridge_vtd10","1"
"2002","Hennepin","SHOREWOOD W-4 P-01","2740","legacy_bridge_vtd10","1"
"2002","Hennepin","SPRING PARK P-01","2755","legacy_bridge_vtd10","1"
"2002","Hennepin","ST ANTHONY P-01","2765","legacy_bridge_vtd10","1"
"2002","Hennepin","ST ANTHONY P-02","2770","legacy_bridge_vtd10","1"
"2002","Hennepin","ST BONIFACIUS P-01","2780","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-1 P-01","2790","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-1 P-02","2795","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-1 P-03","2800","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-1 P-04","2805","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-1 P-05","2810","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-2 P-06","2815","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-2 P-07","2820","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-2 P-08","2825","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-2 P-09","2830","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-3 P-10","2835","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-3 P-11","2840","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-3 P-12","2845","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-3 P-13","2850","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-4 P-14","2855","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-4 P-15","2860","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-4 P-16","2865","legacy_bridge_vtd10","1"
"2002","Hennepin","ST LOUIS PARK W-4 P-17","2870","legacy_bridge_vtd10","1"
"2002","Hennepin","TONKA BAY P-01","2900","legacy_bridge_vtd10","1"
"2002","Hennepin","WAYZATA P-01","2910","legacy_bridge_vtd10","1"
"2002","Hennepin","WOODLAND P-01","2925","legacy_bridge_vtd10","1"
"2002","Houston","BLACK HAMMER TWP.","0005","legacy_bridge_vtd10","1"
"2002","Houston","BROWNSVILLE","0010","legacy_bridge_vtd10","1"
"2002","Houston","BROWNSVILLE TWP.","0015","legacy_bridge_vtd10","1"
"2002","Houston","CALEDONIA P-1","0020","legacy_bridge_vtd10","1"
"2002","Houston","CALEDONIA P-2","0025","legacy_bridge_vtd10","1"
"2002","Houston","CALEDONIA TWP.","0030","legacy_bridge_vtd10","1"
"2002","Houston","CROOKED CREEK TWP.","0035","legacy_bridge_vtd10","1"
"2002","Houston","EITZEN","0040","legacy_bridge_vtd10","1"
"2002","Houston","HOKAH","0045","legacy_bridge_vtd10","1"
"2002","Houston","HOKAH TWP.","0050","legacy_bridge_vtd10","1"
"2002","Houston","HOUSTON","0055","legacy_bridge_vtd10","1"
"2002","Houston","HOUSTON TWP.","0060","legacy_bridge_vtd10","1"
"2002","Houston","JEFFERSON TWP.","0065","legacy_bridge_vtd10","1"
"2002","Houston","LA CRESCENT P-1","0070","legacy_bridge_vtd10","1"
"2002","Houston","LA CRESCENT P-2","0075","legacy_bridge_vtd10","1"
"2002","Houston","LA CRESCENT P-3","0076","legacy_bridge_vtd10","1"
"2002","Houston","LA CRESCENT TWP.","0080","legacy_bridge_vtd10","1"
"2002","Houston","MAYVILLE TWP.","0085","legacy_bridge_vtd10","1"
"2002","Houston","MONEY CREEK TWP.","0090","legacy_bridge_vtd10","1"
"2002","Houston","MOUND PRAIRIE TWP.","0095","legacy_bridge_vtd10","1"
"2002","Houston","SHELDON TWP.","0100","legacy_bridge_vtd10","1"
"2002","Houston","SPRING GROVE","0105","legacy_bridge_vtd10","1"
"2002","Houston","SPRING GROVE TWP.","0110","legacy_bridge_vtd10","1"
"2002","Houston","UNION TWP.","0115","legacy_bridge_vtd10","1"
"2002","Houston","WILMINGTON TWP.","0120","legacy_bridge_vtd10","1"
"2002","Houston","WINNEBAGO TWP.","0125","legacy_bridge_vtd10","1"
"2002","Houston","YUCATAN TWP.","0130","legacy_bridge_vtd10","1"
"2002","Hubbard","AKELEY","0005","legacy_bridge_vtd10","1"
"2002","Hubbard","AKELEY TWP.","0010","legacy_bridge_vtd10","1"
"2002","Hubbard","ARAGO TWP.","0015","legacy_bridge_vtd10","1"
"2002","Hubbard","BADOURA TWP.","0020","legacy_bridge_vtd10","1"
"2002","Hubbard","CLAY TWP.","0022","legacy_bridge_vtd10","1"
"2002","Hubbard","CLOVER TWP.","0025","legacy_bridge_vtd10","1"
"2002","Hubbard","CROW WING LAKE TWP.","0030","legacy_bridge_vtd10","1"
"2002","Hubbard","FARDEN TWP.","0035","legacy_bridge_vtd10","1"
"2002","Hubbard","FERN TWP.","0040","legacy_bridge_vtd10","1"
"2002","Hubbard","GUTHRIE TWP.","0045","legacy_bridge_vtd10","1"
"2002","Hubbard","HART LAKE TWP.","0050","legacy_bridge_vtd10","1"
"2002","Hubbard","HELGA TWP.","0055","legacy_bridge_vtd10","1"
"2002","Hubbard","HENDRICKSON TWP.","0060","legacy_bridge_vtd10","1"
"2002","Hubbard","HENRIETTA TWP.","0065","legacy_bridge_vtd10","1"
"2002","Hubbard","HUBBARD TWP.","0070","legacy_bridge_vtd10","1"
"2002","Hubbard","LA PORTE","0100","legacy_bridge_vtd10","1"
"2002","Hubbard","LAKE ALICE TWP.","0075","legacy_bridge_vtd10","1"
"2002","Hubbard","LAKE EMMA TWP.","0080","legacy_bridge_vtd10","1"
"2002","Hubbard","LAKE GEORGE TWP.","0085","legacy_bridge_vtd10","1"
"2002","Hubbard","LAKE HATTIE TWP.","0090","legacy_bridge_vtd10","1"
"2002","Hubbard","LAKEPORT TWP.","0095","legacy_bridge_vtd10","1"
"2002","Hubbard","MANTRAP TWP.","0105","legacy_bridge_vtd10","1"
"2002","Hubbard","NEVIS","0110","legacy_bridge_vtd10","1"
"2002","Hubbard","NEVIS TWP.","0115","legacy_bridge_vtd10","1"
"2002","Hubbard","PARK RAPIDS P-1","0120","legacy_bridge_vtd10","1"
"2002","Hubbard","PARK RAPIDS P-2","0122","legacy_bridge_vtd10","1"
"2002","Hubbard","ROCKWOOD TWP.","0125","legacy_bridge_vtd10","1"
"2002","Hubbard","SCHOOLCRAFT TWP.","0130","legacy_bridge_vtd10","1"
"2002","Hubbard","STEAMBOAT RIVER TWP.","0135","legacy_bridge_vtd10","1"
"2002","Hubbard","STRAIGHT RIVER TWP.","0140","legacy_bridge_vtd10","1"
"2002","Hubbard","THORPE TWP.","0145","legacy_bridge_vtd10","1"
"2002","Hubbard","TODD TWP. P-1","0150","legacy_bridge_vtd10","1"
"2002","Hubbard","TODD TWP. P-2","0152","legacy_bridge_vtd10","1"
"2002","Hubbard","WHITE OAK TWP.","0155","legacy_bridge_vtd10","1"
"2002","Isanti","ATHENS TWP","0005","legacy_bridge_vtd10","1"
"2002","Isanti","BRADFORD TWP","0010","legacy_bridge_vtd10","1"
"2002","Isanti","BRAHAM CITY","0015","legacy_bridge_vtd10","1"
"2002","Isanti","CAMBRIDGE EAST - P2","0022","legacy_bridge_vtd10","1"
"2002","Isanti","CAMBRIDGE TWP","0025","legacy_bridge_vtd10","1"
"2002","Isanti","CAMBRIDGE WEST - P1","0020","legacy_bridge_vtd10","1"
"2002","Isanti","DALBO TWP","0030","legacy_bridge_vtd10","1"
"2002","Isanti","ISANTI CITY","0035","legacy_bridge_vtd10","1"
"2002","Isanti","ISANTI TWP","0040","legacy_bridge_vtd10","1"
"2002","Isanti","MAPLE RIDGE TWP","0045","legacy_bridge_vtd10","1"
"2002","Isanti","NORTH BRANCH TWP","0050","legacy_bridge_vtd10","1"
"2002","Isanti","OXFORD TWP","0055","legacy_bridge_vtd10","1"
"2002","Isanti","SPENCER BROOK TWP","0060","legacy_bridge_vtd10","1"
"2002","Isanti","SPRINGVALE TWP","0065","legacy_bridge_vtd10","1"
"2002","Isanti","STANCHFIELD TWP","0070","legacy_bridge_vtd10","1"
"2002","Isanti","STANFORD TWP","0075","legacy_bridge_vtd10","1"
"2002","Isanti","WYANETT TWP","0080","legacy_bridge_vtd10","1"
"2002","Itasca","ALVWOOD TWP","0005","legacy_bridge_vtd10","1"
"2002","Itasca","ARBO TWP","0010","legacy_bridge_vtd10","1"
"2002","Itasca","ARDENHURST TWP","0015","legacy_bridge_vtd10","1"
"2002","Itasca","BALL CLUB PREC","0020","legacy_bridge_vtd10","1"
"2002","Itasca","BALSAM TWP","0025","legacy_bridge_vtd10","1"
"2002","Itasca","BASS LAKE PREC","0035","legacy_bridge_vtd10","1"
"2002","Itasca","BEARVILLE TWP","0040","legacy_bridge_vtd10","1"
"2002","Itasca","BIGFORK","0045","legacy_bridge_vtd10","1"
"2002","Itasca","BIGFORK TWP","0050","legacy_bridge_vtd10","1"
"2002","Itasca","BLACKBERRY TWP","0055","legacy_bridge_vtd10","1"
"2002","Itasca","BOVEY","0060","legacy_bridge_vtd10","1"
"2002","Itasca","BOWSTRING TWP","0065","legacy_bridge_vtd10","1"
"2002","Itasca","CALUMET","0074","legacy_bridge_vtd10","1"
"2002","Itasca","CARPENTER TWP","0076","legacy_bridge_vtd10","1"
"2002","Itasca","COHASSET","0030","legacy_bridge_vtd10","1"
"2002","Itasca","COLERAINE","0085","legacy_bridge_vtd10","1"
"2002","Itasca","DEER LAKE PREC","0090","legacy_bridge_vtd10","1"
"2002","Itasca","DEER RIVER","0095","legacy_bridge_vtd10","1"
"2002","Itasca","DEER RIVER TWP","0100","legacy_bridge_vtd10","1"
"2002","Itasca","EFFIE","0110","legacy_bridge_vtd10","1"
"2002","Itasca","FEELEY TWP","0120","legacy_bridge_vtd10","1"
"2002","Itasca","GOOD HOPE TWP","0125","legacy_bridge_vtd10","1"
"2002","Itasca","GOODLAND TWP","0130","legacy_bridge_vtd10","1"
"2002","Itasca","GRAN PREC","0135","legacy_bridge_vtd10","1"
"2002","Itasca","GRAND RAPIDS P-1","0140","legacy_bridge_vtd10","1"
"2002","Itasca","GRAND RAPIDS P-2","0145","legacy_bridge_vtd10","1"
"2002","Itasca","GRAND RAPIDS P-3","0151","legacy_bridge_vtd10","1"
"2002","Itasca","GRAND RAPIDS P-4","0155","legacy_bridge_vtd10","1"
